id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier
0501,Buffalo,Bills,BUF,DST,,49,DST,average,6.48566666666667,14,0.0766666666666662,1.15773341778955,4.99,7.828,10
0501,Buffalo,Bills,BUF,DST,,49,DST,robust,6.485,12,0.0410000000000004,0.88956,4.99,7.828,10
0501,Buffalo,Bills,BUF,DST,,49,DST,weighted,6.35233771428571,16,0.0732646760319868,1.2293058558586,4.72,7.72398546511628,10
0502,Indianapolis,Colts,IND,DST,,49,DST,average,6.7532,12,0.263666666666667,0.455527386662976,6.204,7.1948,9
0502,Indianapolis,Colts,IND,DST,,49,DST,robust,6.803,10,0.0164999999999997,0.311346,6.204,7.1948,9
0502,Indianapolis,Colts,IND,DST,,49,DST,weighted,6.8241926172466,10,0.10447388631943,0.498195076537449,6.18,7.20073372093023,9
0503,Miami,Dolphins,MIA,DST,,49,DST,average,4.5298,32,,0.208957411928843,4.1748,4.632,20
0503,Miami,Dolphins,MIA,DST,,49,DST,robust,4.537,31,,0.0978515999999997,4.1748,4.632,20
0503,Miami,Dolphins,MIA,DST,,49,DST,weighted,4.53265679273828,31,,0.237963150012036,4.16,4.63127217125382,20
0504,New England,Patriots,NEP,DST,,49,DST,average,7.27133333333333,4,0.138333333333333,0.773025657185236,6.105,8.0345,4
0504,New England,Patriots,NEP,DST,,49,DST,robust,7.34,4,0.1475,0.6063834,6.105,8.0345,4
0504,New England,Patriots,NEP,DST,,49,DST,weighted,7.20661542857143,4,0.190522904689864,0.89498150545206,5.9,8.02285932721713,4
0505,New York,Jets,NYJ,DST,,49,DST,average,6.96133333333333,9,0.135966666666667,1.17808432069469,5.5525,8.097,8
0505,New York,Jets,NYJ,DST,,49,DST,robust,6.875,9,0.0720000000000001,1.200906,5.5525,8.097,8
0505,New York,Jets,NYJ,DST,,49,DST,weighted,6.88861828571429,7,0.0285108571428578,1.31690722136595,5.5,8.09678899082569,8
0506,Cincinnati,Bengals,CIN,DST,,49,DST,average,7.19,5,0.131833333333334,0.829771052760941,6.128,8.056,6
0506,Cincinnati,Bengals,CIN,DST,,49,DST,robust,7.125,6,0.0830000000000002,0.59304,6.128,8.056,6
0506,Cincinnati,Bengals,CIN,DST,,49,DST,weighted,7.11475419062027,5,0.2117296191917,0.942411768388822,5.99,7.98557558139535,6
0507,Cleveland,Browns,CLE,DST,,49,DST,average,7.076,6,0.065666666666667,0.855160024011101,6.155,8.047,7
0507,Cleveland,Browns,CLE,DST,,49,DST,robust,7.003,8,0.164,0.504084,6.155,8.047,7
0507,Cleveland,Browns,CLE,DST,,49,DST,weighted,6.91743085714286,6,0.0299937142857143,0.864498094939357,6.14,7.83073837209302,7
0508,Tennessee,Titans,TEN,DST,,49,DST,average,6.03966666666667,26,0.1748,0.880013636257985,4.85,6.775,16
0508,Tennessee,Titans,TEN,DST,,49,DST,robust,5.953,26,0.262,1.03782,4.85,6.775,16
0508,Tennessee,Titans,TEN,DST,,49,DST,weighted,6.089564,22,0.0241966103306686,0.96259048473926,4.7,6.77282608695652,16
0509,Jacksonville,Jaguars,JAC,DST,,49,DST,average,6.98033333333333,8,0.0689666666666664,0.992750052463694,5.47,7.864,5
0509,Jacksonville,Jaguars,JAC,DST,,49,DST,robust,7.26,5,0.157,0.88956,5.47,7.864,5
0509,Jacksonville,Jaguars,JAC,DST,,49,DST,weighted,6.83395885714286,9,0.0133435318781068,1.00924910710353,5.16,7.74800290697674,5
0510,Pittsburgh,Steelers,PIT,DST,,49,DST,average,6.199,20,0.032,0.861592711204082,4.905,6.9425,12
0510,Pittsburgh,Steelers,PIT,DST,,49,DST,robust,6.275,18,0.145,1.104537,4.905,6.9425,12
0510,Pittsburgh,Steelers,PIT,DST,,49,DST,weighted,6.18460914285714,20,0.0653171428571424,0.946772273805885,4.74,6.94097826086957,12
0511,Denver,Broncos,DEN,DST,,49,DST,average,6.78933333333333,11,0.166033333333334,0.65045676259072,5.94,7.432,9
0511,Denver,Broncos,DEN,DST,,49,DST,robust,6.803,10,0.1755,0.674583000000001,5.94,7.432,9
0511,Denver,Broncos,DEN,DST,,49,DST,weighted,6.62239942857143,12,0.238726000000001,0.62689798059867,5.9,7.23791860465116,9
0512,Kansas City,Chiefs,KCC,DST,,49,DST,average,7.5866,2,0.223933333333333,0.626862664385111,6.802,8.2456,2
0512,Kansas City,Chiefs,KCC,DST,,49,DST,robust,7.71,2,0.271500000000001,0.400302000000001,6.802,8.2456,2
0512,Kansas City,Chiefs,KCC,DST,,49,DST,weighted,7.59667797276853,2,0.279602829911389,0.719862492560477,6.72,8.24394740061162,2
0513,Oakland,Raiders,OAK,DST,,49,DST,average,4.5614,31,,0.999250118839122,3.0944,5.276,19
0513,Oakland,Raiders,OAK,DST,,49,DST,robust,4.65,30,,0.622692000000001,3.0944,5.276,19
0513,Oakland,Raiders,OAK,DST,,49,DST,weighted,4.51091095310136,32,,1.14101154587965,2.76,5.27431055900621,19
0514,Los Angeles,Chargers,LAC,DST,,49,DST,average,6.152,23,0.0940666666666665,0.56035048555941,5.3325,6.7165,15
0514,Los Angeles,Chargers,LAC,DST,,49,DST,robust,6.15,19,0.0415000000000001,0.496671,5.3325,6.7165,15
0514,Los Angeles,Chargers,LAC,DST,,49,DST,weighted,6.04413885714286,25,0.0115157229306258,0.615115738797127,5.2,6.64598255813954,15
0515,Seattle,Seahawks,SEA,DST,,49,DST,average,6.37933333333333,17,0.089833333333333,0.857415107556816,5.0375,7.0995,11
0515,Seattle,Seahawks,SEA,DST,,49,DST,robust,6.33,17,0.1175,1.074885,5.0375,7.0995,11
0515,Seattle,Seahawks,SEA,DST,,49,DST,weighted,6.28385085714286,17,0.021520554570996,0.986862814473255,4.9,7.09834011627907,11
0516,Dallas,Cowboys,DAL,DST,,49,DST,average,6.17733333333333,21,0.0229999999999997,0.536050370767524,5.35,6.6805,14
0516,Dallas,Cowboys,DAL,DST,,49,DST,robust,6.107,21,0.0270000000000001,0.44478,5.35,6.6805,14
0516,Dallas,Cowboys,DAL,DST,,49,DST,weighted,6.06845771428572,23,0.0152497531878106,0.590573492981575,5.2,6.5974738372093,14
0517,New York,Giants,NYG,DST,,49,DST,average,6.4934,13,0.0317333333333325,0.841197242030667,5.206,7.0376,10
0517,New York,Giants,NYG,DST,,49,DST,robust,6.46,13,0.0659999999999998,0.640483200000001,5.206,7.0376,10
0517,New York,Giants,NYG,DST,,49,DST,weighted,6.35641588502269,15,0.0383215993084072,0.901398715002275,5,6.98899069767442,10
0518,Philadelphia,Eagles,PHI,DST,,49,DST,average,5.64966666666667,29,0.559066666666666,0.954154424957861,4.125,6.3325,18
0518,Philadelphia,Eagles,PHI,DST,,49,DST,robust,5.63,29,1.0365,0.8391516,4.125,6.3325,18
0518,Philadelphia,Eagles,PHI,DST,,49,DST,weighted,5.592364,29,0.546038523449319,1.03260950335499,3.8,6.33202127659575,18
0519,Arizona,Cardinals,ARI,DST,,49,DST,average,6.0004,27,0.3109,1.02293538407858,4.472,6.5784,16
0519,Arizona,Cardinals,ARI,DST,,49,DST,robust,6.1,22,0.0574999999999992,0.281694000000001,4.472,6.5784,16
0519,Arizona,Cardinals,ARI,DST,,49,DST,weighted,6.02321712556732,27,0.393111125567322,1.1757994411895,4.14,6.57825592705167,16
0520,Washington,Redskins,WAS,DST,,49,DST,average,6.2204,19,0.0322333333333331,0.560571850880866,5.36,6.5584,13
0520,Washington,Redskins,WAS,DST,,49,DST,robust,6.11,20,0.00649999999999995,0.37065,5.36,6.5584,13
0520,Washington,Redskins,WAS,DST,,49,DST,weighted,6.25036538577912,19,0.0835508143505512,0.640355500642102,5.2,6.55809378881988,13
0521,Chicago,Bears,CHI,DST,,49,DST,average,6.43766666666667,15,0.057833333333333,0.793011139055856,5.2925,7.2195,10
0521,Chicago,Bears,CHI,DST,,49,DST,robust,6.428,14,0.0754999999999999,0.941451,5.2925,7.2195,10
0521,Chicago,Bears,CHI,DST,,49,DST,weighted,6.373388,14,0.0190112003457958,0.908418626963268,5.2,7.21729360465116,10
0522,Detroit,Lions,DET,DST,,49,DST,average,6.0602,24,0.0125333333333337,0.346111542714195,5.484,6.2692,16
0522,Detroit,Lions,DET,DST,,49,DST,robust,6.06,23,0.0675000000000008,0.2312856,5.484,6.2692,16
0522,Detroit,Lions,DET,DST,,49,DST,weighted,6.06227706505295,24,0.0191930650529493,0.396865536959552,5.38,6.26812298136646,16
0523,Green Bay,Packers,GBP,DST,,49,DST,average,6.05566666666667,25,0.0356333333333341,0.748204963005904,4.975,6.696,16
0523,Green Bay,Packers,GBP,DST,,49,DST,robust,5.96,25,0.1275,0.862873199999999,4.975,6.696,16
0523,Green Bay,Packers,GBP,DST,,49,DST,weighted,6.04202914285714,26,0.196496580073481,0.833494654030762,4.9,6.69255319148936,16
0524,Minnesota,Vikings,MIN,DST,,49,DST,average,6.38033333333333,16,0.0113666666666665,0.812896467372486,5.4525,7.369,11
0524,Minnesota,Vikings,MIN,DST,,49,DST,robust,6.36,15,0.0225,0.585627,5.4525,7.369,11
0524,Minnesota,Vikings,MIN,DST,,49,DST,weighted,6.39395885714286,13,0.0290569146315107,0.914249243589476,5.4,7.36336627906977,11
0525,Tampa Bay,Buccaneers,TBB,DST,,49,DST,average,6.3586,18,0.1489,0.182172445775974,6.044,6.442,11
0525,Tampa Bay,Buccaneers,TBB,DST,,49,DST,robust,6.345,16,0.0424999999999995,0.1067472,6.044,6.442,11
0525,Tampa Bay,Buccaneers,TBB,DST,,49,DST,weighted,6.2742952193646,18,0.0568079550464669,0.0745858591324622,6.03,6.1952198757764,11
0526,Atlanta,Falcons,ATL,DST,,49,DST,average,5.6198,30,1.0742,0.64052103790586,4.6128,5.964,18
0526,Atlanta,Falcons,ATL,DST,,49,DST,robust,5.712,27,0.0619999999999994,0.3498936,4.6128,5.964,18
0526,Atlanta,Falcons,ATL,DST,,49,DST,weighted,5.55999416036309,30,1.03821028744327,0.722428072653002,4.4,5.96357763975155,18
0527,Carolina,Panthers,CAR,DST,,49,DST,average,7.04033333333333,7,0.0694999999999997,1.45198370055131,5,8.5915,7
0527,Carolina,Panthers,CAR,DST,,49,DST,robust,7.081,7,0.142,1.03782,5,8.5915,7
0527,Carolina,Panthers,CAR,DST,,49,DST,weighted,6.886256,8,0.0571802628052742,1.55038673397078,4.6,8.50434011627907,7
0528,Los Angeles,Rams,LAR,DST,,49,DST,average,5.72933333333333,28,0.0945999999999998,0.770262292988564,4.525,6.32,17
0528,Los Angeles,Rams,LAR,DST,,49,DST,robust,5.67,28,0.529999999999999,0.640483200000001,4.525,6.32,17
0528,Los Angeles,Rams,LAR,DST,,49,DST,weighted,5.667848,28,0.0916689198184573,0.888210989125876,4.4,6.31437308868502,17
0529,New Orleans,Saints,NOS,DST,,49,DST,average,6.15666666666667,22,0.0505666666666667,0.487760186977166,5.35,6.535,15
0529,New Orleans,Saints,NOS,DST,,49,DST,robust,6.025,24,0.0685000000000002,0.355824,5.35,6.535,15
0529,New Orleans,Saints,NOS,DST,,49,DST,weighted,6.14902,21,0.0700091428571428,0.565927125628678,5.2,6.53351744186047,15
0530,San Francisco,49ers,SFO,DST,,49,DST,average,6.8614,10,0.0901333333333332,0.590942298367616,6.104,7.4536,8
0530,San Francisco,49ers,SFO,DST,,49,DST,robust,6.77,11,0.2975,0.444780000000001,6.104,7.4536,8
0530,San Francisco,49ers,SFO,DST,,49,DST,weighted,6.81703803328291,11,0.308858890425761,0.676273504044408,6.04,7.40138604651163,8
0531,Baltimore,Ravens,BAL,DST,,49,DST,average,7.74733333333333,1,0.227033333333334,1.0125258844428,6.5225,8.9955,1
0531,Baltimore,Ravens,BAL,DST,,49,DST,robust,7.755,1,0.1315,0.896973,6.5225,8.9955,1
0531,Baltimore,Ravens,BAL,DST,,49,DST,weighted,7.69931485714286,1,0.187208442187162,1.15592324628268,6.4,8.99029360465116,1
0532,Houston,Texans,HOU,DST,,49,DST,average,7.454,3,0.223333333333333,1.2943580133281,5.8575,8.9755,3
0532,Houston,Texans,HOU,DST,,49,DST,robust,7.537,3,0.237,1.252797,5.8575,8.9755,3
0532,Houston,Texans,HOU,DST,,49,DST,weighted,7.42753485714286,3,0.266850047547008,1.48026055691931,5.6,8.97273546511628,3
4397,Roosevelt,Nix,PIT,RB,27,5,RB,average,0.362092332123412,160,0.0691270543456342,0.229133440272925,0.0328738656987296,0.5558,23
4397,Roosevelt,Nix,PIT,RB,27,5,RB,robust,0.365342332123412,159,0.0905339170907322,0.2653854,0.0328738656987296,0.5558,23
4397,Roosevelt,Nix,PIT,RB,27,5,RB,weighted,0.396290153801046,119,0.0970115038835617,0.268833294406811,0,0.554424316109422,23
4925,Drew,Brees,NOS,QB,40,18,QB,average,20.7103811317898,16,0.227475474524848,2.13917821874185,17.6497,23.082,5
4925,Drew,Brees,NOS,QB,40,18,QB,robust,20.1932327308748,18,0.470079242502738,1.42463034,17.6497,23.082,5
4925,Drew,Brees,NOS,QB,40,18,QB,weighted,20.2142701486867,17,0.212913412544761,1.15176281598221,17.69,20.68542125,5
5848,Tom,Brady,NEP,QB,42,19,QB,average,22.6275108607332,6,0.0979079051713363,1.93436095789126,19.48968,23.9859404100529,2
5848,Tom,Brady,NEP,QB,42,19,QB,robust,22.6499219529478,6,0.290321952947846,1.8999519,19.48968,23.9859404100529,2
5848,Tom,Brady,NEP,QB,42,19,QB,weighted,22.8524524299218,6,0.138961664721915,2.15964733978771,19.2752,23.9938471005763,2
6589,Josh,McCown,PHI,QB,40,17,QB,average,1.19118333333333,61,0.0829333333333333,0.727095586563418,0.10788,1.7772,10
6589,Josh,McCown,PHI,QB,40,17,QB,robust,1.096,58,0.0827,0.63247716,0.10788,1.7772,10
6589,Josh,McCown,PHI,QB,40,17,QB,weighted,1.20069105768032,47,0.113989449875921,0.841722518241684,0,1.76293577981651,10
6997,Jason,Witten,DAL,TE,37,16,TE,average,6.58104761904762,19,0.38892261904762,3.9573134405385,3.918,12.746,4
6997,Jason,Witten,DAL,TE,37,16,TE,robust,5.43625,22,0.34375,1.4959434,3.918,12.746,4
6997,Jason,Witten,DAL,TE,37,16,TE,weighted,5.28741975814716,23,0.0593612394968908,1.26840386112777,3.78,6.78171100917431,4
7391,Eli,Manning,NYG,QB,38,15,QB,average,16.6557216731321,34,1.31693631125434,2.38439713946684,11.264,17.265,6
